105 1077 756 877 1000 161 466
106 1076 3 361 1011 851 482
107 1011 448 822 1020 919 559
108 1011 855 482 1076 7 361
109 1011 379 23 1013 54 81
110 1011 6 376 1002 958 555
111 1014 77 32 1013 59 28
112 1014 137 90 1016 50 82
113 1016 50 88 1014 133 89
114 1013 56 87 1011 379 28
115 1013 57 21 1014 81 41
116 1004 51 73 1002 402 391
117 1007 25 28 1002 430 380
118 1008 22 29 1002 430 380
119 1012 531 534 1020 16 379
120 1006 41 31 1002 386 391
121 1002 555 964 1020 379 14
122 1002 223 196 1015 1010 710
123 1002 44 394 1028 157 95
124 1002 963 557 1011 11 376
125 1002 401 387 1004 51 70
126 1002 383 388 1006 37 31
127 1025 27 65 1011 930 563
128 1098 33 43 1036 199 91
129 1099 53 86 1036 199 91
130 1100 191 163 1002 430 380
131 1102 191 163 1002 430 380
132 1103 191 163 1002 430 380
133 1104 191 163 1002 430 380
134 1105 191 163 1002 430 380
135 1106 191 163 1002 430 380
136 1107 191 163 1002 430 380
137 1108 191 163 1002 430 380
138 1109 191 163 1002 430 380
139 1204 3 160 1216 949 479
140 1216 954 479 1204 8 161
141 1204 1355 1199 1213 9 282
142 1213 4 281 1204 1350 1199
143 1213 1075 798 1201 8 201
144 1201 3 201 1213 1070 798
145 1201 594 397 1202 9 302
146 1202 3 301 1201 589 397
147 1202 694 398 1205 8 160
148 1205 3 160 1202 689 398
149 1205 1355 1198 1077 361 12
150 1216 479 954 1214 641 9
151 1214 635 3 1210 10 330
152 1214 799 1434 7020 360 10
153 7020 360 5 1214 797 1428
154 1216 480 3 1215 8 377
155 1215 3 376 1216 482 9
156 1215 938 567 1207 957 1209
157 1207 958 1214 1215 933 567
158 1207 260 4 1208 9 501
159 1208 3 500 1207 261 10
160 1210 4 329 1002 429 378
161 1211 955 558 1210 10 330
162 1211 3 400 1212 1003 1278
163 1212 1015 1295 1211 9 401
164 7010 1015 1295 1212 376 38
165 7000 313 652 1001 674 344
166 1212 906 1041 1212 942 1012
167 1212 942 1015 1212 903 1041
168 1212 1025 1038 1212 1087 1124
169 1212 1083 1120 1212 1022 1035
170 1212 896 891 1212 871 853
171 1212 872 847 1212 900 826
172 1212 898 828 1212 872 850
173 1212 1049 838 1212 1138 895
174 1212 1135 892 1212 1046 835
175 1212 846 555 1212 834 455
176 1212 837 458 1212 846 558
177 1212 810 677 1212 690 667
178 1212 693 667 1212 813 677
179 1212 710 377 1212 674 418
180 1212 674 415 1212 713 377
181 1212 620 399 1212 611 311
182 1212 861 846 1212 808 823
183 1212 811 826 1212 864 846
184 1212 781 841 1212 705 921
185 1212 708 921 1212 781 838
186 1212 580 824 1212 539 752
187 1212 542 755 1212 582 827
188 1212 476 688 1212 369 651
189 1212 372 651 1212 479 691
190 1212 352 512 1212 404 451
191 1212 404 454 1212 349 512
192 1212 392 387 1212 335 282
193 1212 338 285 1212 395 390
194 1212 310 171 1212 378 153
195 1212 375 153 1212 310 174
196 1212 614 314 1212 623 402
197 7010 906 1041 7010 942 1012
198 7010 942 1015 7010 903 1041
199 7010 1025 1038 7010 1087 1124
200 7010 1083 1120 7010 1022 1035
201 7010 896 891 7010 871 853
202 7010 872 847 7010 900 826
203 7010 898 828 7010 872 850
204 7010 1049 838 7010 1138 895
205 7010 1135 892 7010 1046 835
206 7010 846 555 7010 834 455
207 7010 837 458 7010 846 558
208 7010 810 677 7010 690 667
209 7010 693 667 7010 813 677
210 7010 710 377 7010 674 418
211 7010 674 415 7010 713 377
212 7010 620 399 7010 611 311
213 7010 861 846 7010 808 823
214 7010 811 826 7010 864 846
215 7010 781 841 7010 705 921
216 7010 708 921 7010 781 838
217 7010 580 824 7010 539 752
218 7010 542 755 7010 582 827
219 7010 476 688 7010 369 651
220 7010 372 651 7010 479 691
221 7010 352 512 7010 404 451
222 7010 404 454 7010 349 512
223 7010 392 387 7010 335 282
224 7010 338 285 7010 395 390
225 7010 310 171 7010 378 153
226 7010 375 153 7010 310 174
227 7010 614 314 7010 623 402
228 1025 114 162 4401 72 15
229 4401 73 13 1025 113 155
230 4401 114 162 4402 72 15
231 4402 73 13 4401 113 155
232 4402 114 162 4700 72 15
233 4402 168 111 4600 15 77
234 4600 13 78 4402 162 111
235 4401 168 111 4501 15 77
236 4501 13 78 4401 162 111
237 4501 114 162 4701 72 15
238 4701 73 13 4501 113 155
239 4402 168 111 4601 15 77
240 4601 15 77 4402 162 111
241 1025 168 111 4502 15 77
242 4502 13 78 1025 162 111
243 4502 168 111 4503 15 77
244 4503 13 78 4502 162 111
245 4503 168 111 4602 15 77
246 4602 13 78 4503 162 111
247 4503 114 162 4702 72 15
248 4702 73 13 4503 113 155
249 4502 114 162 4506 15 77
250 4506 13 78 4502 113 155
251 4506 168 111 4603 15 77
252 4603 13 78 4506 162 111
253 4506 114 162 4703 72 15
254 4703 73 13 4506 113 155
255 1075 468 113 1214 798 1429
256 1052 99 171 1052 197 208
257 1052 182 281 1052 239 234
258 1052 309 284 1052 239 234
259 1052 272 177 1052 195 185
260 1052 170 99 1052 195 185
