29 ElfKing 1 402 1828 0 167 149 200 6 75 0 0 0 1 8 0 1000 500 45 3 1560 0 1 0 400 4 7 3 3 7 7 0 3 1002000 1001020 0 70 0 0 7000 0
30 SmartMonkey 1 356 2199 0 217 195 250 5 78 0 0 0 9 8 0 1000 500 50 3 1740 0 3 0 400 4 8 4 4 8 8 1 4 1002000 1001020 1001 70 100 0 7000 0
31 RoaringApe 1 356 2643 0 278 250 300 3 79 0 0 0 9 8 0 1000 500 55 3 1890 0 2 0 400 5 9 5 5 9 9 2 4 1002010 1001020 1150 70 100 0 7000 0
32 SnowApe 1 303 3184 0 352 317 350 5 82 0 0 0 1 8 0 1000 500 60 3 2070 0 1 0 400 5 11 5 5 11 11 3 5 1002010 1001020 0 70 0 0 7000 0
33 CrazySnake 1 404 4771 0 438 394 400 3 83 0 0 0 1 8 0 1000 500 65 3 2670 0 1 0 400 6 12 6 6 12 12 3 5 1002010 1001020 0 70 0 0 7000 0
34 SandDevil 1 131 5760 0 549 497 450 4 87 0 0 0 1 8 0 1000 500 70 3 2940 0 3 0 400 6 13 6 6 13 13 4 6 1002010 1001020 0 60 0 0 7000 0
35 MountMonster 1 305 7358 0 620 560 450 3 83 0 0 0 1 8 0 1000 500 75 3 3180 0 2 0 400 6 14 6 6 14 14 4 6 1002010 1001020 0 60 0 0 7000 0
36 StoneMonster 1 305 8459 0 737 665 512 8 86 0 0 0 1 8 0 1000 500 80 3 3420 0 2 0 400 7 15 6 6 15 15 5 7 1002010 1001020 0 60 0 0 7000 0
37 BladeMonster 1 400 11673 0 864 780 550 7 87 0 0 0 1 8 0 1000 500 85 3 4200 0 1 0 400 7 16 7 7 16 16 6 7 1002020 1001020 0 60 0 0 7000 0
38 BirdKing 1 405 13422 0 1013 914 600 11 91 0 0 0 9 8 0 1000 500 90 3 4470 0 1 0 400 8 17 7 7 17 17 7 8 1002020 1001020 1002 60 30 0 7000 0
39 SilverHawk 1 405 15432 0 1183 1069 700 11 92 0 0 0 1 10 0 1000 1000 95 3 4680 0 1 0 400 8 18 8 8 18 18 7 8 1002020 1001020 0 60 0 0 7000 0
40 Robber 1 401 20697 0 1504 1125 800 13 86 0 0 0 1 10 0 1000 1000 100 3 5010 0 1 0 400 8 19 8 8 19 19 8 8 1002020 1001020 0 60 0 0 7000 0
51 MonolithMonster 1 136 7358 0 140 120 0 3 83 0 0 0 1 15 0 1000 500 42 3 1920 0 2 0 1000 0 0 0 0 0 0 0 9 0 0 0 0 0 0 7000 0
55 BanditL97 1 201 20697 0 1203 900 0 30 86 0 0 0 1 10 0 1000 1000 97 3 5010 0 1 0 500 8 19 8 8 19 19 8 19 1002010 1002030 0 0 0 0 7000 0
56 BloodyBat 1 148 28140 0 1602 1200 0 30 85 0 0 0 1 10 0 1000 1000 107 3 5520 0 1 0 500 9 21 9 9 21 21 9 21 1002010 1002030 0 0 0 0 7000 0
57 BullMonster 1 117 35050 0 1880 1300 0 33 86 0 0 0 1 10 0 1000 1000 112 3 5940 0 2 0 500 9 22 9 9 22 22 9 23 1002020 1002040 0 0 0 0 7000 0
58 RedDevilL117 1 197 60460 0 2228 1500 0 33 86 0 0 0 1 10 0 1000 1000 117 3 8940 0 1 0 500 9 21 9 9 21 21 9 23 1002020 1002040 0 0 0 0 7000 0
59 59 1 536 1000 0 46 40 0 3 83 0 0 0 1 15 0 1000 500 15 3 720 0 2 0 1000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7000 0
64 HeavyGhostL23 1 508 1096 0 63 56 0 4 71 0 0 0 2 15 0 1000 500 23 3 660 0 1 0 200 1 3 1 1 3 3 99 1 1000030 1001010 0 0 0 0 7000 0
65 WingedSnakeL28 1 603 1334 0 77 69 0 4 73 0 0 0 2 15 0 1000 250 28 3 810 0 1 0 100 2 4 2 2 4 4 99 2 1000030 1001020 0 0 0 0 7000 0
66 BanditL33 1 601 2451 0 94 86 0 6 75 0 0 0 2 15 0 1000 250 33 3 930 0 1 0 100 3 5 2 2 5 5 99 2 1000030 1001020 0 0 0 0 7000 0
67 FireRatL38 1 602 2997 0 120 109 0 6 78 0 0 0 2 15 0 1000 250 38 3 1080 0 1 0 100 3 6 3 3 6 6 99 3 1002000 1001020 0 0 0 0 7000 0
68 FireSpiritL43 1 602 5484 0 140 125 0 6 75 0 0 0 2 15 0 1000 250 43 3 1560 0 1 0 100 4 7 3 3 7 7 0 3 1002000 1001020 0 0 0 0 7000 0
69 MacaqueL48 1 556 6597 0 182 164 0 5 78 0 0 0 2 15 0 1000 250 48 3 1740 0 1 0 100 4 8 4 4 8 8 1 4 1002000 1001020 0 0 0 0 7000 0
70 GiantApeL53 1 556 7929 0 234 210 0 3 79 0 0 0 2 15 0 1000 250 53 3 1890 0 2 0 100 5 9 5 5 9 9 2 4 1002010 1001020 0 0 0 0 7000 0
71 ThunderApeL58 1 503 9552 0 296 266 0 5 82 0 0 0 2 15 0 1000 250 58 3 2070 0 1 0 100 5 11 5 5 11 11 3 5 1002010 1001020 0 0 0 0 7000 0
72 SnakemanL63 1 604 14313 0 368 331 0 3 83 0 0 0 2 15 0 1000 250 63 3 2670 0 1 0 100 6 12 6 6 12 12 3 5 1002010 1001020 0 0 0 0 7000 0
73 SandMonsterL68 1 531 17280 0 461 417 0 4 87 0 0 0 2 15 0 1000 250 68 3 2940 0 3 0 100 6 13 6 6 13 13 4 6 1002010 1001020 0 0 0 0 7000 0
74 HillMonsterL73 1 505 22074 0 521 471 0 3 83 0 0 0 2 15 0 1000 250 73 3 3180 0 2 0 100 6 14 6 6 14 14 4 6 1002010 1001020 0 0 0 0 7000 0
75 RockMonsterL78 1 505 16918 0 619 559 0 8 86 0 0 0 2 15 0 1000 250 78 3 3420 0 2 0 100 7 15 6 6 15 15 5 7 1002010 1001020 0 0 0 0 7000 0
76 BladeGhostL83 1 200 23346 0 726 656 0 7 87 0 0 0 2 15 0 1000 250 83 3 4200 0 1 0 100 7 16 7 7 16 16 6 7 1002020 1001020 0 0 100 0 7000 0
77 BirdmanL88 1 605 26844 0 851 768 0 11 91 0 0 0 2 15 0 1000 250 88 3 4470 0 1 0 100 8 17 7 7 17 17 7 8 1002020 1001020 0 0 0 0 7000 0
78 HawkL93 1 605 30864 0 994 898 0 11 92 0 0 0 2 18 0 1000 250 93 3 4680 0 1 0 100 8 18 8 8 18 18 7 8 1002020 1001020 0 0 0 0 7000 0
79 BanditL98 1 601 41394 0 1263 945 0 13 86 0 0 0 1 18 0 1000 500 98 3 5010 0 1 0 100 8 19 8 8 19 19 8 8 1002020 1001020 0 0 0 0 7000 0
80 TombBatL103 1 606 48944 0 1316 1191 0 13 86 0 0 0 2 18 0 1000 500 103 3 5280 0 3 0 100 8 20 9 9 20 20 8 9 1002020 1001020 0 0 0 0 7000 0
81 BloodyBatL108 1 548 56280 0 1682 1260 0 13 89 0 0 0 1 18 0 1000 500 108 3 5520 0 1 0 100 9 21 9 9 21 21 9 9 1002020 1001020 0 0 0 0 7000 0
82 BullMonsterL113 1 517 65535 0 1974 1365 0 19 86 0 0 0 1 18 0 1000 500 113 3 5940 0 2 0 100 9 22 9 9 22 22 9 9 1002020 1001020 0 0 0 0 7000 0
83 RedDevilL118 1 597 65535 0 2339 1575 0 19 86 0 0 0 1 18 0 1000 500 118 3 8940 0 1 0 100 9 21 9 9 21 21 9 9 1002020 1001020 0 0 0 0 7000 0
84 Banditti 1 201 40000 0 1326 992 900 13 86 0 0 0 1 10 1000 1000 500 98 3 5010 0 1 0 300 8 19 8 8 19 19 8 8 1002020 1001020 0 60 0 0 7000 0
85 BanditKing 1 201 45000 0 1389 1039 1000 13 86 0 0 0 1 20 40000 1000 500 103 3 5010 0 3 0 100 8 19 8 8 19 19 8 8 1002020 1001020 0 70 0 0 7000 0
86 VampireBat 1 148 50000 0 1766 1323 900 13 89 0 0 0 1 10 1500 1000 500 108 3 5520 0 1 0 300 9 21 9 9 21 21 9 9 1002020 1001020 0 60 0 0 7000 0
87 VampireKing 1 148 55000 0 1850 1386 1000 13 89 0 0 0 1 20 50000 1000 500 113 3 5520 0 2 0 100 9 21 9 9 21 21 9 9 1002020 1001020 0 70 0 0 7000 0
88 BloodyDevil 1 197 60000 0 2455 1653 900 19 86 0 0 0 1 10 2000 1000 500 118 3 8940 0 1 0 300 9 21 9 9 21 21 9 9 1002020 1001020 0 60 0 0 7000 0
89 DevilKingL120 1 197 65000 0 2572 1732 1000 19 86 0 0 0 1 20 0 1000 500 120 3 8940 0 1 0 100 9 21 9 9 21 21 9 9 1002020 1001020 0 70 0 0 7000 0
90 FlyingBat 1 406 24472 0 1567 1418 900 13 86 0 0 0 1 10 0 1000 1000 105 3 5280 0 3 0 400 8 20 9 9 20 20 8 9 1002020 1001020 0 60 0 0 7000 0
91 BloodyKing 1 348 28140 0 2003 1500 1000 13 89 0 0 0 1 10 0 1000 1000 110 3 5520 0 2 0 400 9 21 9 9 21 21 9 9 1002020 1001020 0 60 0 0 7000 0
92 BullDevil 1 317 35050 0 2350 1625 1200 19 86 0 0 0 1 10 0 1000 1000 115 3 5940 0 2 0 400 9 22 9 9 22 22 9 9 1002020 1001020 0 60 0 0 7000 0
93 GreenDevil 1 397 60460 0 2785 1875 1200 19 86 0 0 0 1 10 0 1000 1000 120 3 8940 0 1 0 400 9 21 9 9 21 21 9 9 1002020 1001020 0 60 0 0 7000 0
100 Skeleton 1 211 30000 0 2500 2500 30 20 50 0 0 0 11 12 2000 2000 1000 70 3 4800 0 2 0 500 7 15 6 6 15 15 5 7 1002010 1001020 0 50 0 0 7000 0
101 GhostWarrior 1 211 20000 0 2500 2500 500 15 50 0 0 0 4 15 500 1000 5000 80 3 7200 0 2 0 100 7 15 6 6 15 15 5 7 1002010 1001020 0 30 0 0 7000 0
102 SkeletonKing 1 211 50000 0 2500 2500 100 20 50 0 0 0 12 12 3000 2000 1000 120 3 4800 0 1 0 500 7 15 6 6 15 15 5 7 1002010 1001020 0 50 0 0 7000 0
103 GhostAres 1 211 60000 0 2500 2500 200 20 50 0 0 0 12 12 5000 2000 1000 120 3 4800 0 2 0 500 7 15 6 6 15 15 5 7 1002010 1001020 0 70 0 0 7000 0
105 RockMonster 1 136 606 0 50 42 0 2 69 0 0 0 1 10 0 1000 1000 17 3 600 0 2 0 1000 1 2 1 1 2 2 99 3 1000020 1001010 0 0 0 0 7000 0
106 RockMonster 1 136 3656 0 146 119 0 6 75 0 0 0 1 10 0 1000 1000 42 3 1560 0 2 0 1000 4 7 3 3 7 7 0 9 1002000 1001020 0 0 0 0 7000 0
107 RockMonster 1 136 14716 0 545 448 0 3 83 0 0 0 1 15 0 1000 1000 72 3 3180 0 2 0 1000 6 14 6 6 14 14 4 15 1002010 1001020 0 0 0 0 7000 0
108 RockMonster 1 136 30864 0 1040 855 0 11 92 0 0 0 1 15 0 1000 1000 92 3 4680 0 2 0 1000 8 18 8 8 18 18 7 19 1002020 1001020 0 0 0 0 7000 0
110 WindSnake 1 203 400 0 73 65 0 4 73 0 0 0 1 8 0 1000 500 27 3 810 0 1 0 500 2 4 2 2 4 4 99 5 1000010 1001010 0 0 0 0 7000 0
111 AlienBandit 1 201 600 0 89 81 0 6 75 0 0 0 1 8 0 1000 500 32 3 930 0 1 0 500 3 5 2 2 5 5 99 7 1000010 1001010 0 0 0 0 7000 0
112 FireRat 1 202 800 0 114 103 0 6 78 0 0 0 1 8 0 1000 500 37 3 1080 0 1 0 500 3 6 3 3 6 6 99 7 1000010 1001010 0 0 0 0 7000 0
113 FireSpirit 1 202 1500 0 133 119 0 6 75 0 0 0 1 8 0 1000 500 42 3 1560 0 1 0 500 4 7 3 3 7 7 0 9 1000020 1001020 0 0 0 0 7000 0
120 MinMacaque 1 156 1759 0 173 156 0 5 78 0 0 0 1 8 0 1000 500 47 3 1740 0 1 0 500 4 8 4 4 8 8 1 9 1000020 1001020 0 0 0 0 7000 0
121 ElfApe 1 156 2114 0 222 200 0 3 79 0 0 0 1 8 0 1000 500 52 3 1890 0 2 0 500 5 9 5 5 9 9 2 11 1000020 1001020 0 0 0 0 7000 0
122 SlowApe 1 103 2547 0 281 253 0 5 82 0 0 0 1 8 0 1000 500 57 3 2070 0 1 0 500 5 11 5 5 11 11 3 11 1000020 1001020 0 0 0 0 7000 0
123 SnakeMonster 1 204 3817 0 350 315 0 3 83 0 0 0 1 8 0 1000 500 62 3 2670 0 1 0 500 6 12 6 6 12 12 3 13 1000030 1001030 0 0 0 0 7000 0
124 SandElf 1 131 4608 0 439 397 0 21 87 0 0 0 1 8 0 1000 500 67 3 1440 0 3 0 500 6 13 6 6 13 13 4 13 1000030 1001030 0 0 0 0 7000 0
125 LapidatingMob 1 105 5886 0 496 448 0 25 83 0 0 0 1 8 0 1000 500 72 3 1680 0 2 0 500 6 14 6 6 14 14 4 15 1000030 1001030 0 0 0 0 7000 0
126 ToughMonster 1 105 6767 0 589 532 0 25 86 0 0 0 1 8 0 1000 500 77 3 1680 0 2 0 500 7 15 6 6 15 15 5 15 1000030 1001030 0 0 0 0 7000 0
127 EvilBlade 1 200 9338 0 691 624 0 28 87 0 0 0 1 12 0 1000 500 82 3 2160 0 1 0 500 7 16 7 7 16 16 6 17 1002000 1001040 0 0 0 0 7000 0
200 DevilKing 1 197 65000 0 800 800 0 19 75 0 0 0 1 10 0 2000 500 120 3 1440 0 1 0 100 9 21 9 9 21 22 9 21 1002020 1002030 1001 0 50 0 7000 0
201 DevilKingL125 1 197 65000 0 900 900 0 19 75 0 0 0 1 10 0 2000 500 122 3 1440 0 1 0 100 9 21 9 9 21 22 9 21 1002020 1002030 1002 0 50 0 7000 0
900 Guard1 1 900 50000 0 65535 65535 0 50 85 0 0 0 15 15 0 1000 1000 200 15 0 0 1 0 500 0 0 0 0 0 0 0 0 1002020 1001020 8036 0 100 0 7000 0
910 Guard2 1 910 5000 0 1000 500 50000 250 85 0 0 0 2 15 0 1000 1000 60 55 0 0 1 0 500 0 0 0 0 0 0 0 0 0 0 8036 90 100 0 7000 0
911 Patrol 1 910 5000 0 5000 2000 50000 250 85 0 0 0 2 15 0 1000 1000 60 0 0 0 1 0 500 0 0 0 0 0 0 0 0 0 0 0 90 0 0 7000 0
1400 HugeSnake 1 203 1828 0 60 60 20 15 70 0 0 0 1 8 0 2000 500 42 3 0 0 1 0 500 4 7 3 3 7 7 0 9 1000020 1001020 1000 0 100 0 7000 0
1401 BanditLeader 1 201 2643 0 100 100 20 18 70 0 0 0 1 8 0 2000 500 52 3 0 0 2 0 500 5 9 5 5 9 9 2 11 1000020 1001020 1000 20 100 0 7000 0
1402 HugeSpirit 1 202 3184 0 160 160 50 5 70 0 0 0 1 8 0 2000 500 57 3 0 0 1 0 400 5 11 5 5 11 11 3 5 1002010 1001020 1000 20 100 0 7000 0
1403 CateranSoldier 1 401 4771 0 220 220 50 3 70 0 0 0 1 8 0 2000 500 62 3 0 0 1 0 400 6 12 6 6 12 12 3 5 1002010 1001020 1000 20 100 0 7000 0
1404 SeniorCateran 1 401 5760 0 260 260 80 4 70 0 0 0 1 8 0 2000 500 67 3 0 0 0 0 400 6 13 6 6 13 13 4 6 1002010 1001020 1000 20 100 0 7000 0
1405 CateranLeader 1 211 7358 0 300 300 80 3 70 0 0 0 1 8 0 2000 500 72 3 0 0 2 0 400 6 14 6 6 14 14 4 6 1002010 1001020 1000 20 100 0 7000 0
1406 ChiefCateran 1 211 8459 0 360 360 100 8 70 0 0 0 1 8 0 2000 500 78 3 0 0 2 0 400 7 15 6 6 15 15 5 7 1002010 1001020 1000 20 100 0 7000 0
1407 HugeApe 1 156 11673 0 440 440 100 7 70 0 0 0 1 8 0 2000 500 82 3 0 0 1 0 400 7 16 7 7 16 16 6 7 1002020 1001020 1000 20 100 0 7000 0
1408 SeniorApe 1 103 13422 0 500 500 150 11 70 0 0 0 9 8 0 2000 500 88 3 0 0 1 0 400 8 17 7 7 17 17 7 8 1002020 1001020 1000 20 100 0 7000 0
1409 AlienApe 1 503 15432 0 600 600 150 11 70 0 0 0 1 10 0 2000 1000 92 3 0 0 1 0 400 8 18 8 8 18 18 7 8 1002020 1001020 1000 20 100 0 7000 0
1410 SeniorSnakeman 1 204 20697 0 620 620 200 13 70 0 0 0 1 10 0 2000 1000 97 3 0 0 1 0 400 8 19 8 8 19 19 8 8 1002020 1001020 1000 20 100 0 7000 0
1411 Serpent 1 404 24472 0 700 700 200 13 70 0 0 0 1 10 0 2000 1000 102 3 0 0 1 0 400 8 20 9 9 20 20 8 9 1002020 1001020 1000 20 100 0 7000 0
1412 SeniorSerpent 1 604 28140 0 800 800 250 13 70 0 0 0 1 10 0 2000 1000 107 3 0 0 1 0 400 9 21 9 9 21 21 9 9 1002020 1001020 1000 20 100 0 7000 0
1413 AlienSerpent 1 244 35050 0 900 900 250 19 70 0 0 0 1 10 0 2000 1000 112 3 0 0 1 0 400 9 22 9 9 22 22 9 9 1002020 1001020 1000 20 100 0 7000 0
1414 Basilisk 1 244 60460 0 1000 1000 300 19 70 0 0 0 1 10 0 2000 1000 117 3 0 0 1 0 400 9 21 9 9 21 21 9 9 1002020 1001020 1000 20 100 0 7000 0
1610 Goblin 1 133 33 0 6 5 0 0 36 0 0 0 1 8 0 1000 500 1 3 180 0 0 0 500 99 99 99 99 99 99 99 99 1000000 1001000 0 0 0 0 7000 0
2000 2000 1 214 50000 0 282 179 130 50 9 0 0 0 1 8 0 1000 500 60 3 0 0 1 0 200 99 99 99 99 99 99 99 99 1002020 1002030 0 34 0 0 7000 0
2001 2001 1 214 50000 0 395 245 160 55 12 0 0 0 1 8 0 1000 500 60 3 0 0 1 0 200 99 99 99 99 99 99 99 99 1002020 1002030 0 45 0 0 7000 0
2002 2002 1 214 50000 0 616 367 210 60 15 0 0 0 1 8 0 1000 500 60 3 0 0 1 0 200 99 99 99 99 99 99 99 99 1002020 1002030 0 53 0 0 7000 0
2003 2003 1 214 50000 0 724 429 290 65 15 0 0 0 1 8 0 1000 500 60 3 0 0 1 0 200 99 99 99 99 99 99 99 99 1002020 1002030 0 53 0 0 7000 0
2005 2005 1 213 1048 0 930 656 290 80 40 0 0 0 1 8 0 500 1000 60 3 0 0 1 0 500 99 99 99 99 99 99 99 99 0 0 0 45 0 0 7000 0
2006 2006 1 213 1130 0 1062 750 320 80 40 0 0 0 1 8 0 500 1000 65 3 0 0 1 0 500 99 99 99 99 99 99 99 99 0 0 0 46 0 0 7000 0
2007 2007 1 213 1205 0 1292 910 510 80 40 0 0 0 1 8 0 500 1000 70 3 0 0 1 0 500 99 99 99 99 99 99 99 99 0 0 0 50 0 0 7000 0
2008 2008 1 213 1279 0 1428 1000 600 80 40 0 0 0 1 8 0 500 1000 75 3 0 0 1 0 500 99 99 99 99 99 99 99 99 0 0 0 53 0 0 7000 0
2009 2009 1 213 1476 0 1570 1100 700 80 40 0 0 0 1 8 0 500 500 80 3 0 0 1 0 300 99 99 99 99 99 99 99 99 0 0 0 55 0 0 7000 0
2010 2010 1 274 50000 0 1231 704 530 70 20 0 0 0 1 8 0 1000 500 60 3 0 0 1 0 200 99 99 99 99 99 99 99 99 1002020 1002030 0 50 0 0 7000 0
2011 2011 1 274 50000 0 1673 941 800 70 25 0 0 0 1 8 0 1000 500 60 3 0 0 1 0 200 99 99 99 99 99 99 99 99 1002020 1002030 0 53 0 0 7000 0
2012 2012 1 274 50000 0 1991 1107 950 70 30 0 0 0 1 8 0 1000 500 60 3 0 0 1 0 200 99 99 99 99 99 99 99 99 1002020 1002030 0 55 0 0 7000 0
2013 2013 1 374 50000 0 2226 1235 1600 70 35 0 0 0 1 8 0 1000 500 60 3 0 0 1 0 200 99 99 99 99 99 99 99 99 1002020 1002030 0 55 0 0 7000 0
2020 2020 1 207 3000 0 182 122 1300 100 35 0 0 0 1 8 0 1000 500 55 35 0 0 1 0 200 99 99 99 99 99 99 99 99 0 0 0 94 0 0 7000 0
2021 2021 1 207 3000 0 200 134 1400 100 40 0 0 0 1 8 0 1000 500 65 35 0 0 1 0 200 99 99 99 99 99 99 99 99 0 0 0 96 0 0 7000 0
2022 2022 1 267 3000 0 240 160 1500 100 45 0 0 0 1 8 0 1000 500 75 35 0 0 1 0 200 99 99 99 99 99 99 99 99 0 0 0 97 0 0 7000 0
2023 2023 1 267 3000 0 258 172 1600 100 50 0 0 0 1 8 0 1000 500 85 35 0 0 1 0 200 99 99 99 99 99 99 99 99 0 0 0 98 0 0 7000 0
2024 2024 1 267 3000 0 300 200 1900 100 55 0 0 0 1 8 0 1000 500 95 35 0 0 1 0 200 99 99 99 99 99 99 99 99 0 0 0 99 0 0 7000 0
2030 2030 1 217 4000 0 1215 610 100 100 30 0 0 0 7 8 0 500 100 80 3 0 0 7 0 200 99 99 99 99 99 99 99 99 0 0 0 96 0 0 7000 0
2031 2031 1 217 4000 0 1310 650 400 100 30 0 0 0 7 8 0 500 100 90 3 0 0 7 0 200 99 99 99 99 99 99 99 99 0 0 0 97 0 0 7000 0
2032 2032 1 277 4000 0 1420 710 650 100 30 0 0 0 8 8 0 500 100 100 3 0 0 8 0 200 99 99 99 99 99 99 99 99 0 0 0 98 0 0 7000 0
2033 2033 1 277 4000 0 1555 780 720 110 30 0 0 0 9 8 0 500 100 110 3 0 0 9 0 200 99 99 99 99 99 99 99 99 0 0 0 98 0 0 7000 0
2034 2034 1 377 4000 0 1660 840 1200 120 30 0 0 0 9 8 0 500 100 120 3 0 0 9 0 200 99 99 99 99 99 99 99 99 0 0 0 99 0 0 7000 0
2040 2040 1 273 1629 0 1700 1200 880 80 40 0 0 0 1 8 0 500 500 85 3 0 0 1 0 300 99 99 99 99 99 99 99 99 0 0 0 57 0 0 7000 0
2041 2041 1 273 1803 0 1900 1300 1540 80 40 0 0 0 1 8 0 500 500 95 3 0 0 1 0 300 99 99 99 99 99 99 99 99 0 0 0 59 0 0 7000 0
2042 2042 1 273 1998 0 2100 1500 1880 80 40 0 0 0 1 8 0 500 500 105 3 0 0 1 0 300 99 99 99 99 99 99 99 99 0 0 0 61 0 0 7000 0
2043 2043 1 373 2088 0 2300 1600 1970 80 40 0 0 0 1 8 0 500 500 115 3 0 0 1 0 300 99 99 99 99 99 99 99 99 0 0 0 63 0 0 7000 0
2090 2090 1 266 33 0 6 5 0 0 36 0 0 0 1 6 0 1000 500 1 3 0 0 1 0 500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7000 0
